data,phone,company,country,date,other,predicted_label,company_score,country_score,date_score,other_score,phone_score,ParsedCountry,ParsedNumber,ParsedCompanyName,ParsedLegalSuffix
(611) 941-1980,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-49367,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-7400,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
582.872.4466,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(928) 640-8555,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(414) 264-3702,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
066-602-4723,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3247,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-6612,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
939.588.0843,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
632-636-3929,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
246.583.4441,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(667) 516-3279,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-151032,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-5216,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
824-954-6974,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-119881,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call +1-427-093-9746,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
Call (485) 410-4776,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
-104660,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
146-426-6927,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2458,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-127361,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call +91-31573-39634,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-118225,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call 178.015.4055,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-7622,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-4627,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-10671,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
772-088-0642,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5559,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(046) 466-6237,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(180) 903-9820,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
509.273.1521,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3347,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(120) 334-3946,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
782.594.1157,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-32239-25873,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-1909,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-118832,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-9634,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(816) 090-3552,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(273) 125-0876,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(046) 022-4858,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3873,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(232) 508-7284,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
617-495-6085,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
052.116.5926,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7720,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
179.996.8644,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-98087,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(883) 404-6803,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
363-674-6564,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
622-189-9168,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-40919,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
481-627-0054,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3269,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
954.768.9432,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-120179,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
106-963-2941,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
765-492-7444,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 537.101.9453,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-98908,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-99919,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
250.982.9510,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-60908,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(321) 492-0146,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(946) 430-0547,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-109984,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(357) 340-7329,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
123-535-0300,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-65259,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
721-766-4656,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 341.154.8513,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
(010) 705-1008,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
570-277-0182,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-107257,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(712) 808-5841,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
510.236.2719,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7211,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
297-523-4040,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-256-187-5352,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-80716,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(509) 063-5958,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-110340,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
054-069-2360,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
684-034-0096,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-80616-66735,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,8061666735, , 
Call 812.047.0508,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
901.912.5616,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(392) 211-2961,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
219.471.3235,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
623.358.7170,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
244-561-3170,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-6215,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
740-684-9197,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
883.009.9827,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2467,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(935) 057-9637,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(795) 888-8157,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-162340,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call 654-311-2908,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
829.468.9306,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-103308,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-86534,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-103917,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
791-836-1803,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-096-316-1941,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
557-883-4366,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(089) 386-6328,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
844.604.6788,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1970,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
553-712-2213,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(015) 486-0211,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7854,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
120-075-4784,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-105942,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-50894,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call (911) 676-5502,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
(871) 288-4574,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(916) 544-1874,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-143281,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-39075,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
292-589-9860,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(616) 299-5195,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-114792,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(007) 104-7308,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-64991-42530,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,6499142530, , 
-108375,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-54710,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-2445,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-4430,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(305) 214-1657,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-66084,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-6509,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +1-160-658-8066,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-5225,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
984.960.0105,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(956) 084-4574,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
308-860-4783,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-02246-40599,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
456.700.7635,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-169679,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-8384,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
451.512.3396,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
663.262.7054,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(666) 514-0667,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
032.633.5457,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
266.651.8586,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-8615,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-100382,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
721-579-7124,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
120-185-5101,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (214) 757-4600,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
(052) 632-1213,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
306.873.6048,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 016.092.5585,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
499-831-2949,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
397.886.3412,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(043) 089-0424,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-96012,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-89897,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-8346,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-29378,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-61091,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
890.603.0159,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-80168,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
846.004.7411,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-94250,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(962) 292-4176,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-131388,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(269) 729-8007,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3233,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
084-304-5361,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-94185,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(366) 775-5227,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(096) 509-3951,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-155157,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-83600,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-4944,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
442-916-1613,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-73974,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-6668,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-43105,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 902-060-7566,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
-5327,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-164027,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-86460,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
097.629.1121,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
688.144.1990,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3325,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-75710,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-94835,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-105598,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
756.970.1319,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
149-555-8187,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10100,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-9181,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-41159,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(915) 870-2799,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (860) 536-8503,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
347.826.1458,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-157246,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
158-848-9409,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
520.024.7662,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
822-768-4952,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(827) 323-2485,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(962) 537-4756,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-115539,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-89411,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
224.102.1298,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-92015,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-134870,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
984.214.4413,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-45852,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-9056,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-97895,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-87793,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-6625,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-164286,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
392.151.5766,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-123888,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
550.412.6431,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-113856,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
154.841.0286,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
053-173-1668,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-164480,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-106088,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
770.372.9599,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
126-802-7534,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(870) 755-8016,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(916) 518-6031,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 423.333.4441,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
Call +91-14518-33605,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-140804,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
372-122-3998,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-89690-60592,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,8969060592, , 
-4552,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
569-511-5621,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
117-367-3823,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
986.538.5937,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2872,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-156129,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(040) 420-9940,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
060.884.0033,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
743.209.9233,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
537-669-8772,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
557.204.7474,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-102579,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call +1-645-703-3551,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,US,6457033551, , 
-86089,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-9354,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-9802,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-5882,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call 314-281-3276,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
(729) 460-3829,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-137066,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
359.500.7764,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3067,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-89001,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(113) 503-8682,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
453.557.7250,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
637-368-4274,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-102387,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
666.611.9691,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(422) 623-5695,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 429-566-0025,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
(998) 521-4929,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-05934-44160,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
(498) 422-3783,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-6580,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
732-307-8809,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-144452,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
075.575.4835,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-88229,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
873-180-6544,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
028-681-5478,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
027.693.0027,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-40789,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(619) 509-8546,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5254,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
181-198-2447,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9345,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
655-908-4552,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
003.261.4723,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-111889,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-2548,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-125029,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
494-208-0137,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5219,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
629.599.7428,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
427.367.9003,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3985,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-3675,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(219) 612-5933,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9540,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
469-831-2715,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3241,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
661-872-6680,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(559) 709-3626,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
396-694-1045,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-143447,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
979-113-8908,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
328.391.7758,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-101352,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-5662,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-93067,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(096) 324-7269,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
927-577-3840,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
595.084.0839,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-96574,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
469.969.1284,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
536.748.5410,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
206-172-1651,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(433) 456-7947,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
